tectonic_band_number,band_type,FWI stage,Stage description,true_top_depth_inside_silicon_micrometers,true_bottom_depth_inside_silicon_micrometers_exclusive,true_center_depth_inside_silicon_micrometers,true_thickness_micrometers,true_velocity_contrast_percent,true_band_speed_m_per_s,true_velocity_update_relative_to_silicon_m_per_s,reconstructed_mean_band_speed_m_per_s,reconstructed_median_band_speed_m_per_s,reconstructed_std_band_speed_m_per_s,reconstructed_mean_velocity_update_m_per_s,speed_error_reconstructed_minus_true_m_per_s,absolute_speed_error_m_per_s,speed_error_percent,speed_error_interpretation,velocity_update_error_m_per_s,velocity_update_recovery_percent,velocity_update_recovery_interpretation,MAE_inside_band_m_per_s,RMSE_inside_band_m_per_s,Bias_inside_band_m_per_s,Correlation_inside_band,detected_center_row_index,detected_center_depth_inside_silicon_micrometers,position_error_cells,position_error_micrometers,absolute_position_error_micrometers,position_error_interpretation,band_reconstruction_energy_expected_sign_m_per_s,background_artifact_energy_expected_sign_m_per_s,detection_efficiency_0_to_1,false_positive_ratio,wrong_sign_energy_inside_band_m_per_s,wrong_sign_ratio_inside_band
1,fast band,Stage 1,20 MHz low-frequency FWI reconstruction,25.0,35.00000000000001,27.5,10.0,2.0,8601.66,168.65999999999985,8402.245,8406.248,13.364009,-30.755116,-199.41504,199.41504,-2.318332,Reconstruction is too slow compared with the true band speed.,-199.41512,-18.234978,Weak recovery of the true band velocity contrast.,199.41528,199.86256,-199.41528,,54.08629451379996,60.43147256899982,6.586294513799963,32.931472568999816,32.931472568999816,Detected band center is deeper than the true band center.,0.0,16.34343,0.0,,30.755116,
1,fast band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,25.0,35.00000000000001,27.5,10.0,2.0,8601.66,168.65999999999985,8527.818,8530.606,34.957855,94.81839,-73.8418,73.8418,-0.85845983,Reconstruction is too slow compared with the true band speed.,-73.84161,56.21866,Moderate recovery of the true band velocity contrast.,73.84177,81.69858,-73.84177,,51.831438744098534,49.15719372049267,4.331438744098534,21.657193720492675,21.657193720492675,Detected band center is deeper than the true band center.,94.81839,77.81551,0.5492455,0.8206795454025269,0.0,0.0
2,slow band,Stage 1,20 MHz low-frequency FWI reconstruction,50.0,60.00000000000001,52.5,10.0,-2.0,8264.34,-168.65999999999985,8462.964,8462.834,10.951748,29.963661,198.62402,198.62402,2.4033864,Reconstruction is too fast compared with the true band speed.,198.62366,-17.765718,Weak recovery of the true band velocity contrast.,198.62383,198.92552,198.62383,,54.80754476397137,64.03772381985686,2.3075447639713715,11.537723819856858,11.537723819856858,Detected band center is deeper than the true band center.,0.09383878,35.264404,0.0026539436,375.7977600097656,30.0575,320.30999755859375
2,slow band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,50.0,60.00000000000001,52.5,10.0,-2.0,8264.34,-168.65999999999985,8300.105,8290.664,39.467148,-132.89548,35.765625,35.765625,0.4327705,Reconstruction is too fast compared with the true band speed.,35.764526,78.7949,Moderate recovery of the true band velocity contrast.,43.170742,53.261322,35.764683,,54.85871199918826,64.29355999594131,2.358711999188259,11.793559995941294,11.793559995941294,Detected band center is deeper than the true band center.,132.89548,76.905014,0.6334374,0.5786879658699036,0.0,0.0
3,fast band,Stage 1,20 MHz low-frequency FWI reconstruction,75.0,85.0,77.5,10.0,3.0,8685.99,252.98999999999978,8432.799,8429.517,15.759905,-0.20087224,-253.1914,253.1914,-2.91494,Reconstruction is too slow compared with the true band speed.,-253.19087,-0.07939928,Weak recovery of the true band velocity contrast.,253.1911,253.68112,-253.1911,,58.760937616366384,83.80468808183193,1.260937616366384,6.30468808183192,6.30468808183192,Detected band center is deeper than the true band center.,7.217413,16.054733,0.31013095,2.2244443893432617,7.418285,1.0278315544128418
3,fast band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,75.0,85.0,77.5,10.0,3.0,8685.99,252.98999999999978,8593.626,8595.243,23.63001,160.62637,-92.36426,92.36426,-1.0633705,Reconstruction is too slow compared with the true band speed.,-92.36363,63.491196,Moderate recovery of the true band velocity contrast.,92.36385,95.338646,-92.36385,,58.374051398271185,81.87025699135593,0.8740513982711846,4.370256991355923,4.370256991355923,Detected band center is deeper than the true band center.,160.62637,75.18319,0.68116987,0.46806254982948303,0.0,0.0
4,slow band,Stage 1,20 MHz low-frequency FWI reconstruction,100.0,110.0,102.50000000000001,10.0,-3.0,8180.01,-252.98999999999978,8416.881,8411.766,18.816061,-16.119678,236.8711,236.8711,2.8957312,Reconstruction is too fast compared with the true band speed.,236.87033,6.3716664,Weak recovery of the true band velocity contrast.,236.87056,237.61671,236.87056,,64.03404532375107,110.17022661875538,1.534045323751073,7.670226618755365,7.670226618755365,Detected band center is deeper than the true band center.,17.738531,34.558617,0.33918735,1.9482231140136719,1.6188521,0.09126190841197968
4,slow band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,100.0,110.0,102.50000000000001,10.0,-3.0,8180.01,-252.98999999999978,8290.275,8286.996,31.767736,-142.72403,110.265625,110.265625,1.347989,Reconstruction is too fast compared with the true band speed.,110.265976,56.41489,Moderate recovery of the true band velocity contrast.,110.266205,114.75114,110.266205,,64.13612803398838,110.68064016994194,1.6361280339883848,8.180640169941924,8.180640169941924,Detected band center is deeper than the true band center.,142.72403,76.51187,0.65100664,0.5360826253890991,0.0,0.0
5,fast band,Stage 1,20 MHz low-frequency FWI reconstruction,125.0,135.0,127.50000000000001,10.0,4.0,8770.32,337.3199999999997,8461.468,8458.549,18.502724,28.468195,-308.85254,308.85254,-3.5215652,Reconstruction is too slow compared with the true band speed.,-308.8518,8.439522,Weak recovery of the true band velocity contrast.,308.8521,309.40585,-308.8521,,68.33033132429631,131.65165662148158,0.83033132429631,4.15165662148155,4.15165662148155,Detected band center is deeper than the true band center.,29.122364,15.178534,0.6573764,0.5211985111236572,0.65416926,0.02246277965605259
5,fast band,Stage 2,85 MHz high-frequency FWI reconstruction initialized from Stage 1,125.0,135.0,127.50000000000001,10.0,4.0,8770.32,337.3199999999997,8647.48,8644.782,13.251323,214.48038,-122.83984,122.83984,-1.4006312,Reconstruction is too slow compared with the true band speed.,-122.83963,63.58365,Moderate recovery of the true band velocity contrast.,122.839935,123.5526,-122.839935,,69.04050903312776,135.20254516563884,1.540509033127762,7.70254516563881,7.70254516563881,Detected band center is deeper than the true band center.,214.48038,73.02903,0.7459943,0.3404928147792816,0.0,0.0
